QUANTIDADEDEFEITOS;PLANOMNT;PRIODEF;SEALINSPEÇÃO;GRUPO2DEFEITO;EQUIPEEXECUÇÃO;STATUSEXECUÇÃO
4;ALIMENTADOR;P1;BRD01C4;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;MAR01C7;árvore;PO;RETIRADA
1;RAMAL;A;CDO01C1;conexão;LV;ACOMPANHAR
4;ALIMENTADOR;P1;VLP01C2;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;FQL01C4;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;FQL01C4;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;ARG01C2;condutor;LM;PEND F_PRAZO
1;RAMAL;P2;ARG01C2;condutor;LM;PEND F_PRAZO
4;ALIMENTADOR;P1;FQL01C4;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C2;cruzeta;LM;PEND F_PRAZO
4;ALIMENTADOR;P1;FQL01C4;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;ARG01C3;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;ODA01C4;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;CHT01C4;árvore;NI;RETIRADA
4;ALIMENTADOR;P1;BRD01C1;árvore;PO;RETIRADA
1;RAMAL;P2;MAR01C8;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;BRD01C1;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;BRD01C1;árvore;PO;RETIRADA
4;ALIMENTADOR;P1;RNC01C2;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRD01C1;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRD01C1;árvore;PO;RETIRADA
1;RAMAL;P2;SJR01C2;cruzeta;LV;PEND F_PRAZO
1;RAMAL;P2;SJR01C2;cruzeta;LV;PEND F_PRAZO
1;RAMAL;P2;SJR01C2;cruzeta;LV;PEND F_PRAZO
5;ALIMENTADOR;P1;RSO09S1;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;LNC01C5;árvore;PO;RETIRADA
1;RAMAL;P2;SJR01C2;árvore;PO;RETIRADA
1;RAMAL;P2;SJR01C2;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;LNC01C3;árvore;LM;RETIRADA
1;RAMAL;P2;TRU01C2;árvore;PO;PEND F_PRAZO
1;RAMAL;A;TRU01C2;poste;LM;ACOMPANHAR
5;ALIMENTADOR;P1;VLP01C2;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;STT01C3;árvore;PO;RETIRADA
1;RAMAL;P2;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;árvore;TT;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;cruzeta;LV;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;cruzeta;LV;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;poste;LV;PEND F_PRAZO
1;RAMAL;P2;BRD01C4;poste;LV;PEND F_PRAZO
5;ALIMENTADOR;P1;MAR01C8;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;MAR01C8;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRD01C1;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;UBS09L3;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRN09F1;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRN09F1;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;BRN09F1;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;MRO01C3;árvore;PO;RETIRADA
5;ALIMENTADOR;P1;MAR01C5;árvore;PO;RETIRADA
6;ALIMENTADOR;P1;RSO01C2;árvore;PO;RETIRADA
6;ALIMENTADOR;P1;LNC01C5;árvore;PO;RETIRADA
6;ALIMENTADOR;P1;SRI01C1;árvore;PO;RETIRADA
6;ALIMENTADOR;P1;SRI01C1;árvore;PO;RETIRADA
6;ALIMENTADOR;P1;MAR01C6;árvore;PO;RETIRADA
6;ALIMENTADOR;P1;ADG01C6;árvore;PO;RETIRADA
6;ALIMENTADOR;P1;MAB01C2;árvore;PO;RETIRADA
1;RAMAL;A;BRD01C4;poste;LV;ACOMPANHAR
6;ALIMENTADOR;P1;CHT01C4;árvore;PO;RETIRADA
6;ALIMENTADOR;P1;UBS09L3;árvore;PO;RETIRADA
7;ALIMENTADOR;P1;LNC01C5;árvore;PO;RETIRADA
7;ALIMENTADOR;P1;RSO09S1;árvore;PO;RETIRADA
8;ALIMENTADOR;P1;MRO01C3;árvore;PO;RETIRADA
1;RAMAL;P2;BRD01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C3;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRD01C3;isolador;LV;PEND F_PRAZO
1;RAMAL;P2;BRD01C3;isolador;LV;PEND F_PRAZO
8;ALIMENTADOR;P1;RSO09S1;árvore;PO;RETIRADA
8;ALIMENTADOR;P1;RSO09S1;árvore;PO;RETIRADA
10;ALIMENTADOR;P1;MRO01C3;árvore;PO;RETIRADA
1;RAMAL;P2;SBN09F1;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;BRN09F1;poste;LM;PEND F_PRAZO
10;ALIMENTADOR;P1;RSO09S1;árvore;PO;RETIRADA
1;RAMAL;P2;BRD01C4;cruzeta;LV;RETIRADA
1;RAMAL;P2;BRN01C3;chave;LV;PEND F_PRAZO
1;RAMAL;P2;BRN01C3;chave;LV;PEND F_PRAZO
10;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
10;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
10;ALIMENTADOR;P1;LNC01C4;árvore;LM;RETIRADA
10;ALIMENTADOR;P1;MAR01C8;árvore;NI;RETIRADA
10;ALIMENTADOR;P1;FQL01C4;árvore;PO;RETIRADA
1;RAMAL;P2;MRO01C2;árvore;LV;PEND F_PRAZO
10;ALIMENTADOR;P1;BRN09F1;árvore;PO;RETIRADA
10;ALIMENTADOR;P1;ARG01C5;árvore;PO;RETIRADA
12;ALIMENTADOR;P1;LNC01C2;árvore;PO;RETIRADA
15;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
15;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
15;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
15;ALIMENTADOR;P1;BRN01C4;árvore;PO;RETIRADA
15;ALIMENTADOR;P1;ARG01C2;árvore;PO;RETIRADA
1;RAMAL;P2;RSO01C5;árvore;PO;PEND F_PRAZO
1;RAMAL;P2;RSO01C5;condutor;LM;PEND F_PRAZO
1;RAMAL;P2;RSO01C5;cruzeta;LM;PEND F_PRAZO
15;ALIMENTADOR;P1;ARG01C2;árvore;PO;RETIRADA
20;ALIMENTADOR;P1;MAR01C7;árvore;NI;RETIRADA
1;RAMAL;A;SLF01C5;cruzeta;LV;ACOMPANHAR
1;RAMAL;A;SLF01C5;cruzeta;LM;ACOMPANHAR
20;ALIMENTADOR;P1;SRI01C2;árvore;PO;RETIRADA
1;RAMAL;A;SLF01C5;poste;LV;ACOMPANHAR
22;ALIMENTADOR;P1;FQL01C5;árvore;PO;RETIRADA
1;RAMAL;P2;TRU01C6;poste;LV;PEND F_PRAZO
30;ALIMENTADOR;P1;BRN09F1;árvore;PO;RETIRADA
40;ALIMENTADOR;P1;MAR01C7;árvore;NI;RETIRADA
1;BAIXA TENSÃO;P1;MRO01C3;árvore;PO;RETIRADA
1;RAMAL;P2;MAB01C3;árvore;PO;PEND F_PRAZO
1;BAIXA TENSÃO;P1;MRO01C3;árvore;PO;RETIRADA
1;RAMAL;P2;LNC01C3;condutor;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LM;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LM;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LM;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LM;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C3;poste;LM;PEND F_PRAZO
1;RAMAL;P2;LNC01C2;árvore;PO;RETIRADA
1;RAMAL;P2;LNC01C2;cruzeta;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C2;cruzeta;LV;PEND F_PRAZO
1;RAMAL;P2;LNC01C2;estrutura;LM;PEND F_PRAZO
1;RAMAL;P2;LNC01C2;poste;LM;PEND F_PRAZO
1;RAMAL;P2;LNC01C2;poste;LV;PEND F_PRAZO
1;RAMAL;A;LNC01C2;poste;LV;ACOMPANHAR
1;RAMAL;A;LNC01C2;poste;LV;ACOMPANHAR
1;RAMAL;A;LNC01C2;poste;LV;ACOMPANHAR
1;RAMAL;P2;BRN01C2;poste;LM;PEND F_PRAZO
1;BAIXA TENSÃO;P1;MRO01C3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MRO01C3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MRO01C3;árvore;PO;RETIRADA
1;RAMAL;P2;SBN09F1;cruzeta;LV;PEND N_PRAZO
1;RAMAL;P2;SBN09F1;cruzeta;LM;PEND N_PRAZO
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P2;BRN01C3;condutor;LM;PEND N_PRAZO
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;A;BRN01C3;poste;LM;ACOMPANHAR
1;RAMAL;A;BRN01C3;poste;LM;ACOMPANHAR
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P2;RSO01C3;isolador;LM;PEND N_PRAZO
1;RAMAL;P2;MRO01C3;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;MRO01C3;árvore;PO;PEND N_PRAZO
1;BAIXA TENSÃO;P1;MAR01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAR01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;CHT01C2;árvore;PO;RETIRADA
1;RAMAL;P2;MRO01C3;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;SRI01C4;isolador;LV;PEND N_PRAZO
1;RAMAL;P2;SRI01C4;isolador;LV;PEND N_PRAZO
1;BAIXA TENSÃO;P1;CHT01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;SQA01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;SRI01C2;árvore;PO;RETIRADA
1;RAMAL;P2;SRI01C2;árvore;PO;PEND N_PRAZO
1;BAIXA TENSÃO;P1;SRI01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;SRI01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;SRI01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;IPS01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAR01C8;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAR01C8;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAR01C8;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P1;FQL01C3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAR01C7;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;STT01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;CDO01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;SRI01C1;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;SRI01C1;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;PRA01C4;árvore;PO;RETIRADA
1;RAMAL;P2;CDO01C7;isolador;LM;PEND N_PRAZO
1;RAMAL;P2;CDO01C7;isolador;LM;PEND N_PRAZO
1;BAIXA TENSÃO;P1;PRA01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;SRI01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;SRI01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;SRI01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P2;CDO01C1;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;CDO01C1;árvore;PO;PEND N_PRAZO
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C4;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;ARG01C4;poste;LM;PEND N_PRAZO
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;A;ARG01C4;poste;LM;ACOMPANHAR
1;RAMAL;A;ARG01C4;poste;LM;ACOMPANHAR
1;RAMAL;A;ARG01C4;poste;LM;ACOMPANHAR
1;BAIXA TENSÃO;P1;SLF01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;IPS01C3;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;TRU01C2;árvore;PO;RETIRADA
1;RAMAL;P2;ODA01C4;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;ODA01C4;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;ODA01C4;árvore;PO;PEND N_PRAZO
1;RAMAL;A;ODA01C4;condutor;LV;ACOMPANHAR
1;BAIXA TENSÃO;P1;TRU01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;TRU01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;TRU01C4;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P1;TRU01C4;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P1;TRU01C1;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P1;TRU01C6;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P1;ADG01C5;árvore;NI;RETIRADA
1;BAIXA TENSÃO;P1;ADG01C5;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P1;MAB01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAB01C4;árvore;PO;RETIRADA
1;RAMAL;P2;CDO01C1;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;CDO01C1;cruzeta;LM;PEND N_PRAZO
1;RAMAL;P2;CDO01C1;cruzeta;LM;PEND N_PRAZO
1;BAIXA TENSÃO;P1;MAB01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAB01C2;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAB01C2;árvore;PO;RETIRADA
1;RAMAL;P2;CDO01C5;árvore;PO;PEND N_PRAZO
1;BAIXA TENSÃO;P1;TRU01C6;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P1;CDO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;IAQ01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;IAQ01C6;árvore;LV;RETIRADA
1;BAIXA TENSÃO;P1;IAQ01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;IAQ01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;IAQ01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;IAQ01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;IAQ01C6;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;ODA01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;ODA01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;ODA01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;CDO01C4;árvore;PO;RETIRADA
1;RAMAL;P2;CDO01C5;isolador;LM;PEND N_PRAZO
1;RAMAL;P2;CDO01C5;isolador;LM;PEND N_PRAZO
1;RAMAL;P2;STT01C3;poste;LM;PEND N_PRAZO
1;RAMAL;P2;STT01C3;condutor;LM;PEND N_PRAZO
1;BAIXA TENSÃO;P1;CDO01C4;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;CDO01C4;árvore;PO;RETIRADA
1;RAMAL;P2;STT01C3;cruzeta;LM;PEND N_PRAZO
1;RAMAL;P2;STT01C3;cruzeta;LM;PEND N_PRAZO
1;BAIXA TENSÃO;P1;CDO01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAR01C2;árvore;PO;RETIRADA
1;RAMAL;P2;SBN09F1;poste;LV;PEND N_PRAZO
1;RAMAL;P2;SBN09F1;poste;LV;PEND N_PRAZO
1;RAMAL;P2;SBN09F1;poste;LV;PEND N_PRAZO
1;RAMAL;A;SBN09F1;poste;LV;ACOMPANHAR
1;BAIXA TENSÃO;P1;ARG01C5;árvore;PO;RETIRADA
1;RAMAL;P2;SRI01C2;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;SRI01C2;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;SRI01C2;cruzeta;LM;PEND N_PRAZO
1;BAIXA TENSÃO;P1;ARG01C5;árvore;PO;RETIRADA
1;RAMAL;A;SRI01C2;poste;LM;ACOMPANHAR
1;BAIXA TENSÃO;P1;ARG01C5;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;CDO01C5;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C5;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;ARG01C5;árvore;PO;PEND N_PRAZO
1;RAMAL;A;ARG01C1;acesso;PO;ACOMPANHAR
1;BAIXA TENSÃO;P1;MAR01C7;árvore;TT;RETIRADA
1;BAIXA TENSÃO;P1;MAR01C7;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAR01C7;árvore;PO;RETIRADA
1;BAIXA TENSÃO;P1;MAR01C7;árvore;PO;RETIRADA
5;BAIXA TENSÃO;P1;SRI01C2;árvore;PO;RETIRADA
8;BAIXA TENSÃO;P1;SRI01C2;árvore;PO;RETIRADA
10;BAIXA TENSÃO;P1;SRI01C2;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C1;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C1;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C1;árvore;LV;PEND N_PRAZO
1;RAMAL;P2;ARG01C1;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C1;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C1;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C1;cruzeta;LV;PEND N_PRAZO
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P2;ARG01C4;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;ARG01C4;árvore;PO;PEND N_PRAZO
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P2;FLP01C3;árvore;PO;PEND N_PRAZO
1;RAMAL;P2;FLP01C3;poste;LM;PEND N_PRAZO
1;RAMAL;A;MAR01C6;acesso;PO;ACOMPANHAR
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;ARS01C2;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P1;MAB01C3;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;NI;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P2;CHT01C4;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P1;IPS01C6;árvore;PO;RETIRADA
1;RAMAL;P1;BRD01C2;árvore;PO;RETIRADA
1;RAMAL;P1;BRD01C2;árvore;PO;RETIRADA
1;RAMAL;P1;BRD01C2;árvore;LV;RETIRADA
1;RAMAL;P1;SRI01C1;árvore;PO;RETIRADA
1;RAMAL;P1;SRI01C1;árvore;PO;RETIRADA
1;RAMAL;P1;SRI01C1;árvore;PO;RETIRADA
1;RAMAL;P1;SRI01C1;árvore;PO;RETIRADA
1;RAMAL;A;ADG01C2;poste;LM;ACOMPANHAR
1;RAMAL;A;ADG01C2;poste;LM;ACOMPANHAR
1;RAMAL;P2;ADG01C2;poste;LM;PEND N_PRAZO
1;RAMAL;P2;ADG01C2;poste;LM;PEND N_PRAZO
1;RAMAL;P1;SRI01C1;árvore;PO;RETIRADA
1;RAMAL;P2;BRN01C2;árvore;PO;PEND N_PRAZO
1;RAMAL;P1;SRI01C3;árvore;PO;RETIRADA
1;RAMAL;P2;BRN01C2;poste;LM;PEND N_PRAZO
1;RAMAL;A;BRN01C2;condutor;LM;ACOMPANHAR
1;RAMAL;A;BRN01C2;condutor;LM;ACOMPANHAR
1;RAMAL;P1;SRI01C3;árvore;TT;RETIRADA
1;RAMAL;P1;SRI01C3;árvore;PO;RETIRADA
1;RAMAL;P1;SRI01C3;árvore;PO;RETIRADA
1;RAMAL;P1;SRI01C3;árvore;PO;RETIRADA
1;RAMAL;P1;SRI01C3;árvore;PO;RETIRADA
1;RAMAL;P1;SRI01C3;árvore;PO;RETIRADA
1;RAMAL;P1;MAR01C2;árvore;PO;RETIRADA
1;RAMAL;P1;MAR01C2;árvore;PO;RETIRADA
1;RAMAL;A;BRN01C2;cruzeta;LM;ACOMPANHAR
1;RAMAL;A;BRN01C2;cruzeta;LM;ACOMPANHAR
1;RAMAL;A;BRN01C2;cruzeta;LM;ACOMPANHAR
1;RAMAL;P2;BRN01C2;cruzeta;LM;PEND N_PRAZO
1;RAMAL;P2;BRN01C2;cruzeta;LM;PEND N_PRAZO
1;RAMAL;P2;BRN01C2;cruzeta;LM;PEND N_PRAZO
1;RAMAL;P1;MAR01C2;árvore;PO;RETIRADA
1;RAMAL;P1;MAR01C5;árvore;PO;RETIRADA
1;RAMAL;P2;BRN01C2;cruzeta;LV;PEND N_PRAZO
1;RAMAL;P2;BRN01C2;estrutura;LM;PEND N_PRAZO
1;RAMAL;P2;BRN01C2;estrutura;LM;PEND N_PRAZO
1;RAMAL;P2;BRN01C2;estrutura;LM;PEND N_PRAZO
1;RAMAL;P1;MAR01C5;árvore;PO;RETIRADA
1;RAMAL;P1;MAR01C5;árvore;PO;RETIRADA
1;RAMAL;P1;MAR01C5;árvore;PO;RETIRADA
1;RAMAL;P1;MAR01C5;árvore;PO;RETIRADA
1;RAMAL;P1;STT01C2;árvore;PO;RETIRADA
1;RAMAL;P1;IAQ01C6;árvore;LV;RETIRADA
1;RAMAL;P1;IAQ01C6;árvore;PO;RETIRADA
1;RAMAL;P1;SJR01C2;árvore;PO;RETIRADA
1;RAMAL;P1;SJR01C2;árvore;PO;RETIRADA
1;RAMAL;P1;SJR01C2;árvore;PO;RETIRADA
1;RAMAL;P1;SJR01C2;árvore;PO;RETIRADA
1;RAMAL;P1;SJR01C2;árvore;PO;RETIRADA
1;RAMAL;P1;SJR01C2;árvore;PO;RETIRADA
1;RAMAL;P1;SJR01C2;árvore;PO;RETIRADA
1;RAMAL;P1;SJR01C2;árvore;PL;RETIRADA
1;RAMAL;P1;ARS01C2;árvore;PO;RETIRADA
1;RAMAL;P1;ARS01C2;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C5;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;P1;RSO01C6;árvore;PO;RETIRADA
1;RAMAL;A;BRN01C2;poste;LM;ACOMPANHAR
1;RAMAL;A;BRN01C2;poste;LM;ACOMPANHAR
1;RAMAL;A;BRN01C2;poste;LM;ACOMPANHAR
1;RAMAL;A;BRN01C2;poste;LM;ACOMPANHAR
